PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Personal Loan,M,27,Married,Other
Personal Loan,M,27,Married,Other
Checking Account,F,45,Unspecified,Hospitality
Personal Loan,M,22,Single,Retail
Checking Account,M,31,Married,Sales
Checking Account,F,25,Single,Sales
Citigold,F,49,Married,Other
Checking Account,F,21,Single,Professional
Checking Account,M,42,Single,Executive
Personal Loan,M,42,Single,Executive
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Checking Account,F,66,Married,Other
Checking Account,F,21,Single,Retail
Personal Loan,M,36,Married,Trades
Personal Loan,M,36,Married,Trades
Credit Card,M,49,Married,Trades
Credit Card,M,49,Married,Trades
Checking Account,F,41,Married,Retired
Checking Account,F,49,Married,Other
Money Market Account,F,35,Married,Executive
Money Market Account,F,35,Married,Executive
Money Market Account,F,35,Married,Executive
Checking Account,F,26,Single,Other
Personal Loan,F,25,Married,Other
Personal Loan,F,25,Married,Other
Personal Loan,F,25,Married,Other
Checking Account,F,25,Married,Other
Checking Account,F,46,Married,Sales
Money Market Account,M,39,Married,Executive
Personal Loan,M,24,Single,Other
Checking Account,F,44,Married,Executive
Money Market Account,F,22,Single,Student
Checking Account,F,53,Married,Other
Checking Account,F,28,Single,Student
Money Market Account,M,39,Married,Other
Checking Account,M,33,Unspecified,Professional
Checking Account,F,32,Married,Professional
Credit Card,M,46,Unspecified,Other
Checking Account,F,25,Single,Other
Checking Account,F,61,Married,Retired
Credit Card,M,51,Married,Retired
Credit Card,M,51,Married,Retired
Money Market Account,M,35,Married,Executive
Money Market Account,M,35,Married,Executive
Checking Account,F,56,Married,Other
Checking Account,F,28,Single,Student
Personal Loan,M,27,Married,Professional
Personal Loan,M,27,Married,Professional
Personal Loan,M,27,Married,Professional
Personal Loan,M,19,Single,Other
Personal Loan,M,19,Single,Other
Checking Account,M,19,Single,Other
Checking Account,F,40,Married,Other
Money Market Account,M,39,Married,Executive
Money Market Account,M,23,Single,Sales
Money Market Account,M,33,Married,Sales
Checking Account,F,31,Married,Other
Money Market Account,M,37,Married,Other
Checking Account,M,24,Single,Sales
Checking Account,M,24,Single,Sales
Checking Account,M,29,Married,Professional
Checking Account,M,46,Married,Professional
Checking Account,F,19,Single,Student
Checking Account,F,33,Single,Other
Checking Account,F,28,Single,Other
Money Market Account,M,37,Married,Sales
Personal Loan,M,20,Single,Trades
Checking Account,M,22,Single,Sales
Checking Account,F,39,Married,Other
Money Market Account,M,26,Married,Sales
Personal Loan,M,26,Single,Trades
Checking Account,M,40,Married,Other
Credit Card,F,50,Married,Other
Personal Loan,M,32,Single,Professional
Personal Loan,M,32,Single,Professional
Personal Loan,M,32,Single,Professional
Checking Account,M,38,Married,Other
Checking Account,F,21,Single,Other
Checking Account,F,38,Married,Executive
Personal Loan,M,20,Single,Student
Personal Loan,M,20,Single,Student
Personal Loan,M,20,Single,Student
Money Market Account,F,23,Single,Hospitality
Money Market Account,M,44,Married,Sales
Money Market Account,M,44,Married,Sales
Money Market Account,M,44,Married,Sales
Money Market Account,F,28,Single,Hospitality
Personal Loan,M,22,Unspecified,Other
Checking Account,M,22,Unspecified,Other
Money Market Account,M,22,Unspecified,Other
Money Market Account,M,26,Single,Other
Money Market Account,M,26,Single,Other
Money Market Account,M,42,Married,Trades
Money Market Account,M,42,Married,Trades
Money Market Account,F,27,Single,Other
Money Market Account,F,27,Single,Other
Checking Account,F,34,Single,Professional
Checking Account,F,37,Married,Sales
Money Market Account,F,35,Unspecified,Hospitality
Checking Account,F,23,Single,Other
Money Market Account,M,22,Single,Other
Personal Loan,M,31,Single,Trades
Checking Account,M,31,Single,Trades
Citigold,F,27,Single,Other
Money Market Account,M,39,Married,Executive
Money Market Account,M,39,Married,Executive
Personal Loan,M,39,Married,Executive
Personal Loan,M,39,Married,Executive
Checking Account,F,37,Married,Executive
Personal Loan,M,29,Single,Professional
Personal Loan,M,29,Single,Professional
Money Market Account,M,28,Single,Other
Personal Loan,F,27,Unspecified,Professional
Checking Account,F,27,Unspecified,Professional
Checking Account,M,28,Married,Professional
Checking Account,F,31,Single,Retail
Checking Account,F,67,Married,Retired
Money Market Account,M,20,Single,Sales
Checking Account,M,20,Single,Sales
Money Market Account,M,20,Single,Sales
Checking Account,F,42,Unspecified,Hospitality
Checking Account,M,38,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Money Market Account,M,40,Married,Other
Money Market Account,M,27,Single,Trades
Money Market Account,M,27,Single,Trades
Checking Account,F,25,Single,Other
Credit Card,M,58,Married,Other
Checking Account,M,21,Single,Professional
Money Market Account,M,32,Married,Other
Money Market Account,M,32,Married,Other
Money Market Account,M,36,Married,Sales
Personal Loan,M,27,Single,Other
Credit Card,M,53,Married,Professional
Money Market Account,M,25,Single,Sales
Money Market Account,F,33,Married,Executive
Money Market Account,F,33,Married,Executive
Checking Account,M,49,Married,Professional
Money Market Account,M,44,Married,Other
Checking Account,M,44,Married,Other
Money Market Account,F,33,Married,Hospitality
Money Market Account,F,33,Married,Hospitality
Money Market Account,F,33,Married,Hospitality
Citigold,F,33,Married,Hospitality
Money Market Account,F,26,Married,Other
Personal Loan,F,21,Single,Student
Money Market Account,M,41,Married,Other
Money Market Account,M,29,Single,Trades
Money Market Account,M,29,Single,Trades
Checking Account,M,29,Single,Trades
Money Market Account,M,22,Single,Other
Money Market Account,M,22,Single,Other
Money Market Account,M,22,Single,Other
Money Market Account,M,22,Single,Other
Checking Account,F,25,Single,Retail
Money Market Account,F,25,Single,Retail
Money Market Account,F,25,Single,Retail
Checking Account,F,43,Married,Other
Checking Account,F,43,Married,Other
Citigold,F,43,Married,Other
Money Market Account,M,31,Single,Other
Money Market Account,M,31,Single,Other
Money Market Account,M,31,Single,Other
Citigold,M,31,Single,Other
Money Market Account,M,31,Single,Other
Checking Account,F,38,Married,Executive
Checking Account,F,38,Married,Executive
Checking Account,M,26,Single,Sales
Personal Loan,M,26,Single,Sales
Personal Loan,M,26,Single,Sales
Checking Account,M,26,Single,Sales
Personal Loan,F,29,Single,Professional
Personal Loan,F,29,Single,Professional
Checking Account,F,62,Married,Retired
Citigold,F,62,Married,Retired
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Checking Account,M,22,Single,Other
Personal Loan,M,22,Single,Other
Personal Loan,M,22,Single,Other
Personal Loan,M,22,Single,Other
Credit Card,M,46,Married,Other
Credit Card,M,46,Married,Other
Checking Account,M,48,Unspecified,Trades
Personal Loan,M,48,Unspecified,Trades
Personal Loan,M,48,Unspecified,Trades
Personal Loan,M,48,Unspecified,Trades
Money Market Account,F,23,Single,Other
Money Market Account,F,23,Single,Other
Checking Account,M,20,Single,Student
Checking Account,M,20,Single,Student
Money Market Account,M,44,Married,Other
Money Market Account,M,44,Married,Other
Personal Loan,M,25,Married,Professional
Checking Account,M,25,Married,Professional
Money Market Account,F,38,Married,Retail
Money Market Account,F,38,Married,Retail
Citigold,F,38,Married,Retail
Money Market Account,F,38,Married,Retail
Money Market Account,M,20,Single,Sales
Money Market Account,M,20,Single,Sales
Checking Account,M,20,Single,Sales
Money Market Account,M,20,Single,Sales
Checking Account,M,49,Married,Professional
Checking Account,F,55,Married,Retired
Checking Account,F,43,Married,Other
Money Market Account,M,23,Single,Student
Personal Loan,F,25,Married,Other
Checking Account,F,25,Married,Other
Personal Loan,F,29,Single,Student
Checking Account,F,29,Single,Student
Credit Card,F,47,Married,Other
Credit Card,F,47,Married,Other
Credit Card,F,47,Married,Other
Checking Account,F,33,Single,Professional
Money Market Account,M,43,Married,Other
Money Market Account,M,43,Married,Other
Checking Account,F,28,Single,Other
Checking Account,M,27,Single,Other
Checking Account,F,37,Unspecified,Professional
Personal Loan,F,28,Unspecified,Other
Personal Loan,M,32,Single,Trades
Personal Loan,M,32,Single,Trades
Checking Account,M,32,Single,Trades
Money Market Account,M,42,Married,Trades
Money Market Account,M,42,Married,Trades
Money Market Account,M,42,Married,Trades
Money Market Account,F,23,Single,Sales
Checking Account,F,23,Single,Sales
Checking Account,F,35,Single,Professional
Money Market Account,M,26,Single,Professional
Money Market Account,M,26,Single,Professional
Credit Card,M,59,Unspecified,Other
Checking Account,M,59,Unspecified,Other
Checking Account,F,28,Single,Professional
Personal Loan,M,42,Single,Sales
Money Market Account,M,47,Married,Professional
Money Market Account,M,47,Married,Professional
Money Market Account,M,24,Single,Executive
Money Market Account,M,19,Single,Professional
Money Market Account,M,19,Single,Professional
Money Market Account,M,34,Single,Other
Checking Account,M,22,Single,Executive
Checking Account,F,69,Married,Other
Checking Account,F,44,Married,Retired
Checking Account,F,18,Single,Student
Checking Account,F,47,Married,Professional
Money Market Account,M,19,Single,Other
Money Market Account,M,19,Single,Other
Checking Account,M,35,Married,Other
Money Market Account,M,35,Married,Other
Money Market Account,M,35,Married,Other
Money Market Account,M,35,Married,Other
Checking Account,F,30,Single,Retail
Money Market Account,F,23,Single,Other
Money Market Account,F,23,Single,Other
Money Market Account,F,23,Single,Other
Citigold,F,23,Single,Other
Checking Account,F,23,Single,Other
Checking Account,F,65,Unspecified,Hospitality
Personal Loan,M,25,Single,Professional
Personal Loan,M,25,Single,Professional
Checking Account,F,25,Single,Professional
Credit Card,M,40,Married,Other
Credit Card,M,40,Married,Other
Checking Account,F,36,Single,Professional
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Credit Card,F,51,Married,Other
Money Market Account,F,36,Married,Other
Checking Account,F,67,Unspecified,Hospitality
Citigold,F,67,Unspecified,Hospitality
Money Market Account,M,35,Married,Trades
Money Market Account,M,35,Married,Trades
Personal Loan,F,36,Married,Other
Checking Account,F,36,Married,Other
Checking Account,F,28,Single,Professional
Money Market Account,F,32,Married,Other
Citigold,F,32,Married,Other
Money Market Account,M,41,Married,Executive
Citigold,M,20,Single,Other
Money Market Account,M,20,Single,Other
Personal Loan,M,21,Single,Other
Checking Account,M,21,Single,Other
Checking Account,M,20,Single,Professional
Checking Account,F,21,Single,Professional
Money Market Account,M,40,Married,Other
Checking Account,F,60,Married,Retired
Money Market Account,F,36,Married,Other
Money Market Account,M,38,Married,Executive
Checking Account,F,27,Single,Professional
Money Market Account,F,49,Married,Executive
Money Market Account,F,49,Married,Executive
Checking Account,F,40,Married,Other
Money Market Account,F,41,Married,Other
Credit Card,F,50,Married,Other
Credit Card,F,50,Married,Other
Credit Card,F,45,Unspecified,Hospitality
Citigold,F,27,Married,Other
Checking Account,F,27,Married,Other
Money Market Account,M,39,Married,Other
Money Market Account,F,40,Married,Executive
Credit Card,F,40,Married,Executive
Checking Account,F,32,Married,Other
Checking Account,F,39,Single,Other
Money Market Account,M,39,Married,Other
Money Market Account,M,39,Married,Other
Personal Loan,M,29,Single,Other
Money Market Account,M,29,Single,Other
Money Market Account,M,24,Single,Student
Checking Account,F,26,Single,Retail
Checking Account,F,25,Single,Other
Money Market Account,F,36,Unspecified,Hospitality
Personal Loan,F,36,Unspecified,Hospitality
Citigold,F,36,Unspecified,Hospitality
Credit Card,M,55,Married,Other
Credit Card,M,55,Married,Other
Money Market Account,M,41,Married,Sales
Money Market Account,M,41,Married,Sales
Personal Loan,M,20,Single,Student
Personal Loan,M,20,Single,Student
Credit Card,F,36,Married,Other
Credit Card,F,36,Married,Other
Credit Card,F,36,Married,Other
Money Market Account,M,25,Married,Executive
Checking Account,F,26,Single,Other
Money Market Account,M,27,Single,Professional
Money Market Account,M,27,Single,Professional
Checking Account,F,67,Married,Retired
Checking Account,F,67,Married,Retired
Checking Account,F,29,Single,Professional
Money Market Account,M,35,Married,Sales
Checking Account,F,54,Unspecified,Hospitality
Money Market Account,M,23,Single,Other
Money Market Account,M,23,Single,Other
Checking Account,F,44,Unspecified,Sales
Money Market Account,M,40,Married,Other
Personal Loan,M,27,Single,Professional
Personal Loan,M,27,Single,Professional
Checking Account,M,48,Married,Professional
Checking Account,F,26,Married,Retail
Checking Account,F,45,Married,Retired
Money Market Account,M,26,Married,Sales
