ID,TRANS_TYPE,GENDER,AGE,MARITAL_STATUS,PROFESSION
30791,Not Fraud,M,21,Single,Trades
30792,Not Fraud,M,28,Married,Professional
30793,Not Fraud,F,55,Married,Other
30794,Fraud,F,55,Married,Other
30795,Not Fraud,F,34,Married,Other
30796,Not Fraud,F,34,Married,Other
30797,Not Fraud,F,34,Married,Other
30798,Fraud,F,34,Married,Other
30799,Not Fraud,M,38,Married,Trades
30800,Not Fraud,M,41,Married,Other
30801,Not Fraud,M,23,Single,Professional
30802,Not Fraud,M,23,Single,Professional
30803,Refer to Agent,M,44,Married,Other
30804,Refer to Agent,M,44,Married,Other
30805,Not Fraud,F,45,Married,Executive
30806,Not Fraud,F,45,Married,Executive
30807,Not Fraud,F,45,Married,Executive
30808,Not Fraud,F,30,Single,Professional
30809,Not Fraud,M,29,Married,Sales
30810,Not Fraud,M,29,Married,Sales
30811,Not Fraud,M,29,Married,Sales
30812,Not Fraud,M,39,Married,Executive
30813,Not Fraud,M,39,Married,Executive
30814,Not Fraud,M,39,Married,Executive
30815,Not Fraud,M,33,Unspecified,Professional
30816,Not Fraud,F,29,Single,Professional
30817,Refer to Agent,M,52,Unspecified,Other
30818,Refer to Agent,M,52,Unspecified,Other
30819,Refer to Agent,M,52,Unspecified,Other
30820,Not Fraud,F,29,Single,Other
30821,Refer to Agent,F,40,Married,Other
30822,Refer to Agent,F,40,Married,Other
30823,Refer to Agent,F,40,Married,Other
30824,Not Fraud,M,29,Single,Other
30825,Not Fraud,M,29,Single,Other
30826,Not Fraud,M,43,Married,Sales
30827,Not Fraud,M,43,Married,Sales
30828,Not Fraud,M,43,Married,Sales
30829,Refer to Agent,M,40,Married,Other
30830,Refer to Agent,M,40,Married,Other
30831,Fraud,F,39,Married,Other
30832,Not Fraud,F,39,Married,Other
30833,Fraud,F,39,Married,Other
30834,Not Fraud,M,42,Married,Executive
30835,Not Fraud,M,42,Married,Executive
30836,Not Fraud,M,42,Married,Executive
30837,Not Fraud,M,42,Married,Executive
30838,Not Fraud,F,68,Married,Other
30839,Not Fraud,F,68,Married,Other
30840,Fraud,F,68,Married,Other
30841,Not Fraud,M,41,Married,Trades
30842,Not Fraud,M,41,Married,Trades
30843,Not Fraud,F,29,Married,Professional
30844,Not Fraud,F,29,Married,Professional
30845,Fraud,F,29,Married,Professional
30846,Not Fraud,M,36,Married,Executive
30847,Not Fraud,M,36,Married,Executive
30848,Not Fraud,M,36,Married,Executive
30849,Refer to Agent,M,36,Married,Executive
30850,Refer to Agent,M,36,Married,Executive
30851,Not Fraud,M,30,Married,Other
30852,Not Fraud,M,30,Married,Other
30853,Not Fraud,M,30,Married,Other
30854,Fraud,M,30,Married,Other
30855,Not Fraud,M,44,Single,Sales
30856,Not Fraud,M,44,Single,Sales
30857,Not Fraud,M,44,Single,Sales
30858,Not Fraud,F,27,Single,Other
30859,Not Fraud,F,27,Single,Other
30860,Not Fraud,F,27,Single,Other
30861,Not Fraud,F,27,Single,Other
30862,Not Fraud,F,27,Single,Other
30863,Not Fraud,M,44,Married,Other
30864,Not Fraud,M,44,Married,Other
30865,Not Fraud,M,44,Married,Other
30866,Refer to Agent,F,54,Married,Other
30867,Refer to Agent,F,54,Married,Other
30868,Refer to Agent,F,54,Married,Other
30869,Refer to Agent,F,54,Married,Other
30870,Not Fraud,F,38,Single,Professional
30871,Not Fraud,F,38,Single,Professional
30872,Not Fraud,F,38,Single,Professional
30873,Not Fraud,F,28,Single,Other
30874,Not Fraud,F,28,Single,Other
30875,Not Fraud,F,28,Single,Other
30876,Not Fraud,F,18,Single,Other
30877,Not Fraud,F,18,Single,Other
30878,Not Fraud,F,50,Married,Retail
30879,Not Fraud,F,50,Married,Retail
30880,Not Fraud,F,50,Married,Retail
30881,Not Fraud,F,31,Married,Executive
30882,Not Fraud,F,31,Married,Executive
30883,Not Fraud,F,43,Married,Other
30884,Not Fraud,F,43,Married,Other
30885,Fraud,F,43,Married,Other
30886,Not Fraud,M,32,Unspecified,Professional
30887,Not Fraud,M,32,Unspecified,Professional
30888,Not Fraud,M,32,Unspecified,Professional
30889,Not Fraud,F,29,Single,Other
30890,Not Fraud,F,29,Single,Other
30891,Not Fraud,F,20,Single,Student
30892,Not Fraud,F,20,Single,Student
30893,Not Fraud,F,26,Married,Other
30894,Not Fraud,F,26,Married,Other
30895,Refer to Agent,F,55,Married,Other
30896,Refer to Agent,F,55,Married,Other
30897,Refer to Agent,F,55,Married,Other
30898,Not Fraud,F,30,Single,Professional
30899,Not Fraud,F,30,Single,Professional
30900,Not Fraud,M,25,Married,Other
30901,Not Fraud,M,25,Married,Other
30902,Not Fraud,M,25,Married,Other
30903,Not Fraud,M,24,Single,Other
30904,Not Fraud,M,24,Single,Other
30905,Not Fraud,M,36,Married,Other
30906,Not Fraud,M,36,Married,Other
30907,Not Fraud,M,36,Married,Other
30908,Not Fraud,M,23,Single,Student
30909,Not Fraud,M,23,Single,Student
30910,Not Fraud,M,23,Single,Student
30911,Not Fraud,M,23,Single,Student
30912,Refer to Agent,M,54,Married,Professional
30913,Refer to Agent,M,54,Married,Professional
30914,Not Fraud,M,54,Married,Professional
30915,Refer to Agent,M,54,Married,Professional
30916,Not Fraud,M,28,Single,Other
30917,Not Fraud,M,28,Single,Other
30918,Not Fraud,M,28,Single,Other
30919,Not Fraud,F,29,Single,Professional
30920,Not Fraud,F,29,Single,Professional
30921,Not Fraud,M,24,Single,Other
30922,Not Fraud,M,24,Single,Other
30923,Not Fraud,M,24,Single,Other
30924,Not Fraud,M,24,Single,Other
30925,Not Fraud,F,39,Married,Other
30926,Not Fraud,F,39,Married,Other
30927,Not Fraud,F,39,Married,Other
30928,Not Fraud,M,22,Single,Sales
30929,Not Fraud,M,22,Single,Sales
30930,Not Fraud,M,22,Single,Sales
30931,Not Fraud,M,22,Single,Sales
30932,Not Fraud,M,20,Single,Trades
30933,Not Fraud,M,20,Single,Trades
30934,Not Fraud,M,20,Single,Trades
30935,Not Fraud,M,33,Married,Trades
30936,Not Fraud,M,33,Married,Trades
30937,Not Fraud,M,33,Married,Trades
30938,Not Fraud,M,33,Married,Trades
30939,Fraud,M,33,Married,Trades
30940,Fraud,M,33,Married,Trades
30941,Refer to Agent,M,38,Married,Executive
30942,Refer to Agent,M,38,Married,Executive
30943,Refer to Agent,M,38,Married,Executive
30944,Refer to Agent,M,38,Married,Executive
30945,Not Fraud,F,37,Married,Other
30946,Not Fraud,F,37,Married,Other
30947,Fraud,F,37,Married,Other
30948,Refer to Agent,M,43,Married,Other
30949,Refer to Agent,M,43,Married,Other
30950,Refer to Agent,M,43,Married,Other
30951,Refer to Agent,M,43,Married,Other
30952,Refer to Agent,M,43,Married,Other
30953,Not Fraud,M,22,Single,Other
30954,Not Fraud,M,22,Single,Other
30955,Not Fraud,M,22,Single,Other
30956,Not Fraud,M,21,Single,Professional
30957,Not Fraud,M,21,Single,Professional
30958,Not Fraud,M,21,Single,Professional
30959,Not Fraud,F,32,Married,Executive
30960,Not Fraud,F,32,Married,Executive
30961,Fraud,F,32,Married,Executive
30962,Not Fraud,M,44,Married,Other
30963,Not Fraud,M,44,Married,Other
30964,Not Fraud,M,34,Married,Other
30965,Not Fraud,M,34,Married,Other
30966,Not Fraud,M,34,Married,Other
30967,Not Fraud,M,38,Married,Trades
30968,Not Fraud,M,38,Married,Trades
30969,Not Fraud,M,38,Married,Trades
30970,Not Fraud,F,22,Single,Other
30971,Not Fraud,F,22,Single,Other
30972,Not Fraud,F,22,Single,Other
30973,Not Fraud,F,22,Single,Other
30974,Not Fraud,M,39,Married,Executive
30975,Not Fraud,M,39,Married,Executive
30976,Refer to Agent,M,25,Single,Other
30977,Refer to Agent,M,25,Single,Other
30978,Refer to Agent,M,25,Single,Other
30979,Refer to Agent,M,25,Single,Other
30980,Not Fraud,M,25,Single,Other
30981,Fraud,M,17,Single,Student
30982,Fraud,M,17,Single,Student
30983,Not Fraud,M,17,Single,Student
30984,Not Fraud,M,17,Single,Student
30985,Not Fraud,F,35,Married,Professional
30986,Not Fraud,F,35,Married,Professional
30987,Refer to Agent,F,41,Married,Other
30988,Not Fraud,F,44,Married,Executive
30989,Not Fraud,M,39,Single,Professional
30990,Not Fraud,M,38,Single,Sales
30991,Not Fraud,F,22,Married,Other
30992,Not Fraud,M,26,Single,Other
30993,Not Fraud,M,26,Single,Other
30994,Not Fraud,F,47,Unspecified,Hospitality
30995,Not Fraud,M,43,Married,Trades
30996,Refer to Agent,M,49,Married,Professional
30997,Refer to Agent,M,49,Married,Professional
30998,Refer to Agent,M,49,Married,Professional
30999,Refer to Agent,M,49,Married,Professional
31000,Not Fraud,F,26,Single,Other
31001,Not Fraud,F,21,Single,Other
31002,Not Fraud,F,20,Single,Other
31003,Not Fraud,F,20,Single,Other
31004,Not Fraud,M,27,Single,Trades
31005,Not Fraud,M,27,Single,Trades
31006,Not Fraud,F,46,Married,Executive
31007,Not Fraud,F,51,Married,Other
31008,Not Fraud,F,28,Single,Professional
31009,Not Fraud,F,24,Married,Retail
31010,Fraud,F,24,Married,Retail
31011,Refer to Agent,M,40,Married,Other
31012,Refer to Agent,M,40,Married,Other
31013,Refer to Agent,M,40,Married,Other
31014,Not Fraud,F,32,Married,Other
31015,Not Fraud,F,32,Married,Other
31016,Not Fraud,F,30,Married,Other
31017,Not Fraud,F,66,Married,Other
31018,Not Fraud,F,23,Single,Other
31019,Not Fraud,M,35,Single,Sales
31020,Not Fraud,F,39,Married,Professional
31021,Not Fraud,F,39,Married,Professional
31022,Not Fraud,F,39,Married,Professional
31023,Not Fraud,F,39,Married,Professional
31024,Not Fraud,F,39,Married,Professional
31025,Not Fraud,M,33,Married,Other
31026,Not Fraud,M,33,Married,Other
31027,Not Fraud,F,30,Married,Executive
31028,Not Fraud,M,29,Married,Executive
31029,Not Fraud,M,29,Married,Executive
31030,Not Fraud,M,29,Married,Executive
31031,Not Fraud,M,29,Married,Executive
31032,Not Fraud,F,49,Married,Executive
31033,Not Fraud,F,49,Married,Executive
31034,Not Fraud,F,57,Married,Other
31035,Not Fraud,F,28,Single,Other
31036,Not Fraud,F,36,Married,Other
31037,Fraud,F,36,Married,Other
31038,Refer to Agent,M,59,Married,Other
31039,Refer to Agent,M,59,Married,Other
31040,Refer to Agent,M,59,Married,Other
31041,Not Fraud,F,43,Unspecified,Hospitality
31042,Not Fraud,M,38,Married,Other
31043,Not Fraud,F,27,Single,Professional
31044,Not Fraud,M,33,Single,Other
31045,Not Fraud,M,36,Unspecified,Sales
31046,Not Fraud,M,36,Unspecified,Sales
31047,Not Fraud,F,25,Single,Other
31048,Not Fraud,M,34,Married,Other
31049,Not Fraud,M,34,Married,Other
31050,Not Fraud,F,24,Married,Retail
31051,Not Fraud,F,24,Married,Retail
31052,Not Fraud,M,41,Married,Trades
31053,Not Fraud,F,32,Married,Executive
31054,Not Fraud,F,40,Married,Other
31055,Not Fraud,F,40,Married,Other
31056,Not Fraud,F,21,Single,Retail
31057,Fraud,M,21,Single,Student
31058,Not Fraud,M,21,Single,Student
31059,Not Fraud,M,25,Married,Sales
31060,Not Fraud,M,25,Married,Sales
31061,Not Fraud,M,23,Single,Retail
31062,Not Fraud,F,27,Single,Retail
31063,Not Fraud,M,44,Married,Sales
31064,Not Fraud,F,26,Single,Sales
31065,Not Fraud,F,29,Single,Professional
31066,Not Fraud,F,32,Single,Professional
31067,Not Fraud,M,34,Married,Executive
31068,Not Fraud,M,34,Married,Executive
31069,Not Fraud,F,31,Married,Retail
31070,Not Fraud,F,31,Married,Retail
31071,Not Fraud,F,31,Married,Retail
31072,Fraud,F,31,Married,Retail
31073,Not Fraud,F,31,Married,Retail
31074,Not Fraud,M,44,Married,Executive
31075,Not Fraud,M,44,Married,Executive
31076,Not Fraud,M,44,Married,Executive
31077,Not Fraud,M,44,Married,Executive
31078,Not Fraud,M,44,Married,Executive
31079,Not Fraud,M,41,Married,Trades
31080,Refer to Agent,F,39,Unspecified,Hospitality
31081,Not Fraud,F,20,Single,Professional
31082,Fraud,M,22,Single,Student
31083,Not Fraud,M,22,Single,Student
31084,Not Fraud,M,32,Married,Other
31085,Not Fraud,M,32,Married,Other
31086,Not Fraud,M,32,Married,Other
31087,Not Fraud,M,32,Married,Other
31088,Not Fraud,M,19,Single,Sales
31089,Not Fraud,M,19,Single,Sales
31090,Not Fraud,F,41,Married,Other
31091,Refer to Agent,M,59,Married,Other
31092,Refer to Agent,M,59,Married,Other
31093,Not Fraud,M,28,Single,Student
31094,Not Fraud,F,26,Married,Executive
31095,Not Fraud,F,20,Single,Student
31096,Not Fraud,F,48,Married,Sales
31097,Not Fraud,M,35,Single,Executive
31098,Not Fraud,F,29,Single,Professional
31099,Not Fraud,F,46,Married,Other
31100,Not Fraud,M,42,Married,Executive
31101,Not Fraud,F,48,Married,Hospitality
31102,Not Fraud,M,23,Single,Sales
31103,Not Fraud,F,28,Married,Professional
31104,Not Fraud,F,28,Married,Professional
31105,Not Fraud,F,28,Married,Professional
31106,Not Fraud,M,27,Single,Professional
31107,Not Fraud,M,27,Single,Professional
31108,Not Fraud,M,44,Married,Other
31109,Not Fraud,M,44,Married,Other
31110,Not Fraud,M,44,Married,Other
31111,Not Fraud,M,27,Single,Other
31112,Not Fraud,M,27,Single,Other
31113,Not Fraud,M,27,Single,Other
31114,Not Fraud,M,47,Married,Professional
31115,Not Fraud,M,28,Married,Sales
31116,Not Fraud,M,27,Single,Other
31117,Not Fraud,M,27,Single,Other
31118,Not Fraud,M,27,Single,Other
31119,Not Fraud,M,27,Single,Other
31120,Not Fraud,M,24,Single,Executive
31121,Not Fraud,M,24,Single,Executive
31122,Not Fraud,M,24,Single,Executive
31123,Not Fraud,M,24,Single,Executive
31124,Not Fraud,M,43,Unspecified,Trades
31125,Not Fraud,M,43,Unspecified,Trades
31126,Not Fraud,F,19,Single,Hospitality
31127,Refer to Agent,F,19,Single,Hospitality
31128,Not Fraud,F,19,Single,Hospitality
31129,Not Fraud,M,38,Married,Other
31130,Not Fraud,M,25,Married,Other
31131,Not Fraud,M,33,Single,Professional
31132,Not Fraud,M,20,Single,Professional
31133,Refer to Agent,F,30,Unspecified,Hospitality
31134,Refer to Agent,F,30,Unspecified,Hospitality
31135,Refer to Agent,F,30,Unspecified,Hospitality
31136,Not Fraud,F,21,Single,Sales
31137,Not Fraud,M,28,Single,Sales
31138,Not Fraud,F,46,Married,Retired
31139,Refer to Agent,F,59,Married,Other
31140,Not Fraud,M,23,Single,Other
31141,Not Fraud,M,23,Single,Other
31142,Not Fraud,F,48,Married,Executive
31143,Fraud,F,48,Married,Executive
31144,Not Fraud,F,35,Unspecified,Professional
31145,Not Fraud,F,35,Unspecified,Professional
31146,Not Fraud,M,26,Married,Executive
31147,Not Fraud,M,34,Single,Trades
31148,Not Fraud,M,28,Single,Sales
31149,Fraud,M,20,Single,Student
31150,Not Fraud,F,35,Single,Other
31151,Not Fraud,M,43,Married,Trades
31152,Fraud,M,43,Married,Trades
31153,Not Fraud,F,29,Married,Other
31154,Not Fraud,F,29,Married,Other
31155,Not Fraud,F,27,Single,Other
31156,Not Fraud,M,37,Unspecified,Trades
31157,Not Fraud,M,34,Married,Other
31158,Not Fraud,F,20,Single,Other
31159,Not Fraud,F,20,Single,Other
31160,Not Fraud,F,20,Single,Other
31161,Not Fraud,F,20,Single,Other
31162,Not Fraud,F,20,Single,Other
31163,Not Fraud,F,44,Married,Other
31164,Not Fraud,M,26,Single,Professional
31165,Not Fraud,M,35,Single,Executive
31166,Not Fraud,M,35,Single,Executive
31167,Not Fraud,F,24,Single,Other
31168,Not Fraud,M,23,Single,Retail
31169,Not Fraud,M,28,Married,Other
31170,Not Fraud,M,28,Married,Other
31171,Not Fraud,M,28,Married,Other
31172,Not Fraud,M,28,Married,Other
31173,Not Fraud,M,29,Single,Professional
31174,Not Fraud,M,29,Single,Professional
31175,Not Fraud,M,40,Single,Other
31176,Not Fraud,M,40,Single,Other
31177,Not Fraud,M,40,Single,Other
31178,Not Fraud,M,40,Single,Other
31179,Not Fraud,M,40,Married,Sales
31180,Not Fraud,M,40,Married,Sales
31181,Not Fraud,M,40,Married,Sales
31182,Not Fraud,F,29,Unspecified,Sales
31183,Not Fraud,F,32,Married,Other
31184,Not Fraud,F,45,Married,Executive
31185,Not Fraud,F,38,Single,Professional
31186,Refer to Agent,F,33,Married,Other
31187,Not Fraud,F,28,Married,Professional
31188,Not Fraud,F,28,Married,Professional
31189,Not Fraud,F,26,Single,Other
31190,Not Fraud,F,22,Single,Other
31191,Not Fraud,F,45,Married,Executive
31192,Not Fraud,F,45,Married,Executive
31193,Not Fraud,M,32,Married,Executive
31194,Not Fraud,M,32,Married,Executive
31195,Not Fraud,F,24,Single,Hospitality
31196,Not Fraud,F,24,Single,Hospitality
31197,Not Fraud,M,33,Married,Other
31198,Not Fraud,M,20,Single,Student
31199,Not Fraud,M,20,Single,Student
31200,Not Fraud,F,51,Married,Retired
31201,Not Fraud,F,27,Married,Other
31202,Not Fraud,M,29,Single,Professional
31203,Not Fraud,M,29,Single,Professional
31204,Not Fraud,M,35,Married,Sales
31205,Not Fraud,M,35,Married,Sales
31206,Refer to Agent,F,44,Married,Other
31207,Not Fraud,F,28,Single,Other
31208,Not Fraud,F,25,Single,Other
31209,Not Fraud,M,28,Married,Executive
31210,Not Fraud,M,28,Married,Executive
31211,Not Fraud,M,28,Married,Executive
31212,Not Fraud,M,28,Married,Executive
31213,Not Fraud,F,38,Single,Other
31214,Not Fraud,F,31,Single,Professional
31215,Not Fraud,M,25,Single,Professional
31216,Not Fraud,M,30,Married,Trades
31217,Not Fraud,F,27,Single,Other
31218,Not Fraud,F,27,Single,Other
31219,Refer to Agent,M,47,Married,Retired
31220,Not Fraud,F,43,Unspecified,Hospitality
31221,Refer to Agent,F,25,Single,Other
31222,Not Fraud,F,25,Single,Other
31223,Not Fraud,F,21,Single,Other
31224,Not Fraud,F,21,Single,Other
31225,Not Fraud,M,43,Unspecified,Trades
31226,Not Fraud,F,41,Married,Professional
31227,Not Fraud,F,31,Single,Other
31228,Not Fraud,M,24,Single,Professional
31229,Not Fraud,M,24,Single,Professional
31230,Not Fraud,F,25,Single,Other
31231,Not Fraud,F,25,Single,Other
31232,Not Fraud,F,25,Single,Other
31233,Not Fraud,F,20,Married,Retail
31234,Not Fraud,F,40,Married,Sales
31235,Not Fraud,F,40,Unspecified,Hospitality
31236,Fraud,F,40,Unspecified,Hospitality
31237,Not Fraud,M,32,Married,Other
31238,Not Fraud,F,22,Single,Professional
31239,Not Fraud,F,31,Married,Executive
31240,Fraud,F,31,Married,Executive
31241,Not Fraud,F,21,Single,Other
31242,Not Fraud,F,45,Married,Executive
31243,Fraud,F,45,Married,Executive
31244,Not Fraud,M,34,Single,Professional
31245,Not Fraud,M,34,Single,Professional
31246,Not Fraud,F,37,Single,Professional
31247,Not Fraud,F,37,Single,Professional
31248,Not Fraud,F,31,Married,Other
31249,Not Fraud,F,31,Married,Other
31250,Not Fraud,M,39,Married,Executive
31251,Not Fraud,M,39,Married,Executive
31252,Not Fraud,F,27,Married,Other
31253,Not Fraud,M,27,Married,Other
31254,Not Fraud,M,27,Married,Other
31255,Not Fraud,M,22,Single,Trades
31256,Not Fraud,F,47,Married,Other
31257,Fraud,F,47,Married,Other
31258,Not Fraud,F,47,Married,Executive
31259,Not Fraud,F,19,Single,Other
31260,Not Fraud,M,31,Married,Other
31261,Not Fraud,M,20,Single,Professional
31262,Not Fraud,M,20,Single,Professional
31263,Not Fraud,F,46,Married,Executive
31264,Not Fraud,F,46,Married,Executive
31265,Not Fraud,F,27,Married,Other
31266,Not Fraud,F,27,Married,Other
31267,Not Fraud,F,27,Married,Other
31268,Not Fraud,F,20,Single,Other
31269,Not Fraud,M,25,Single,Sales
31270,Not Fraud,M,28,Single,Other
31271,Not Fraud,M,28,Single,Other
31272,Not Fraud,F,27,Married,Other
31273,Not Fraud,F,27,Married,Other
31274,Not Fraud,F,27,Married,Other
31275,Not Fraud,F,27,Married,Other
31276,Not Fraud,F,27,Married,Other
31277,Not Fraud,M,26,Single,Other
31278,Not Fraud,M,36,Married,Executive
31279,Not Fraud,F,21,Single,Retail
31280,Not Fraud,F,19,Single,Other
31281,Not Fraud,F,19,Single,Other
31282,Not Fraud,F,19,Single,Other
31283,Not Fraud,M,26,Married,Sales
31284,Not Fraud,M,26,Married,Sales
31285,Not Fraud,M,26,Married,Sales
31286,Not Fraud,F,37,Married,Other
31287,Fraud,F,37,Married,Other
31288,Not Fraud,M,27,Married,Other
31289,Not Fraud,F,29,Single,Student
31290,Not Fraud,M,30,Married,Other
31291,Not Fraud,M,30,Married,Other
31292,Not Fraud,F,34,Married,Executive
31293,Not Fraud,M,37,Married,Trades
31294,Not Fraud,F,23,Single,Professional
31295,Not Fraud,F,31,Married,Other
31296,Not Fraud,F,31,Married,Other
31297,Not Fraud,F,20,Married,Other
31298,Not Fraud,F,20,Married,Other
31299,Not Fraud,M,37,Single,Other
31300,Not Fraud,M,37,Single,Other
31301,Not Fraud,F,33,Married,Other
